sports_person_id,name,team_abbr,team_name,position,position_desc,team_id,headshot_url,flag_url,assists,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempted_switches_of_play,avg_speed,corners,crosses,crossing_accuracy_rate,defensive_pressures_applied,direct_defensive_pressures_applied,fdcp_top_scorer_rank,forced_turnovers,fouls_against,fouls_for,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_saves,goals,headed_attempt_at_goal,indirect_red_cards,linebreak_attempted_defensive_line_rate,linebreaks_attempted_defensive_line,number_of_involvements,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,offsides,own_goals,passes,passing_accuracy_rate,possession,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_pressure,red_cards,speed_runs,sprints,switches_of_play_rate,total_competition_matches_played,total_competition_minutes_played,total_distance,xg,xg_goal_effiency_rate,yellow_cards
484817,Lachlan Bayliss,NZL,New Zealand,MF,Midfielder,285023_43978,https://digitalhub.fifa.com/transform/d63e6762-f433-47f1-82b3-be3627b12941/BAYLISS-Lachlan_484817,https://api.fifa.com/api/v3/picture/flags-sq-3/NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
494742,Youssef Belammari,MAR,Morocco,DF,Defender,285023_43872,https://digitalhub.fifa.com/transform/616a2660-9465-4f4f-a565-e354f3890a81/BELAMMARI-Youssef_494742,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
372294,Sabri Ben Hessen,TUN,Tunisia,GK,Goalkeeper,285023_43888,https://digitalhub.fifa.com/transform/69fa6a49-0e30-42d4-afe1-83d6e38c1eed/BEN-HESSEN-Sabri_372294,https://api.fifa.com/api/v3/picture/flags-sq-3/TUN,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
441146,Goncalo Inacio,POR,Portugal,DF,Defender,285023_43963,https://digitalhub.fifa.com/transform/636fe280-77cd-4db8-8c43-e499e1489e31/GONCALO-INACIO_441146,https://api.fifa.com/api/v3/picture/flags-sq-3/POR,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
523173,Augustine Boakye,GHA,Ghana,MF,Midfielder,285023_43860,https://digitalhub.fifa.com/transform/643463a2-4d0b-477a-889a-21eaf36cdf46/BOAKYE-Augustine_523173,https://api.fifa.com/api/v3/picture/flags-sq-3/GHA,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
466370,Tyrick Bodak,CUW,Curaçao,GK,Goalkeeper,285023_1895293,https://digitalhub.fifa.com/transform/c806d05b-ee7a-482f-beb5-b9a6b5871a11/BODAK-Tyrick_466370,https://api.fifa.com/api/v3/picture/flags-sq-3/CUW,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
464546,Chris Brady,USA,USA,GK,Goalkeeper,285023_43921,https://digitalhub.fifa.com/transform/843ccc00-8c38-4a4e-91ba-a25694677cf0/BRADY-Chris_464546,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
407114,Marcio Rosa,CPV,Cabo Verde,GK,Goalkeeper,285023_43850,https://digitalhub.fifa.com/transform/fcc402a3-4dbd-4c2e-9856-c8a3104ce221/MARCIO-ROSA_407114,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
402904,Santiago Bueno,URU,Uruguay,DF,Defender,285023_43930,https://digitalhub.fifa.com/transform/cb547d8e-b176-46d1-8ae0-d53d106d168c/BUENO-Santiago_402904,https://api.fifa.com/api/v3/picture/flags-sq-3/URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
494345,Dan Burn,ENG,England,DF,Defender,285023_43942,https://digitalhub.fifa.com/transform/ac44e40e-162d-4459-94b6-8971a032e371/BURN-Dan_494345,https://api.fifa.com/api/v3/picture/flags-sq-3/ENG,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
372424,Duje Caleta Car,CRO,Croatia,DF,Defender,285023_43938,https://digitalhub.fifa.com/transform/d8171170-8b91-49e5-b32a-7b3494bf5809/CALETA-CAR-Duje_372424,https://api.fifa.com/api/v3/picture/flags-sq-3/CRO,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
425580,Jorge Carrascal,COL,Colombia,MF,Midfielder,285023_43926,https://digitalhub.fifa.com/transform/52a87992-08b2-4124-b02b-d25bd6e83c09/CARRASCAL-Jorge_425580,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
385833,Adalberto Carrasquilla,PAN,Panama,MF,Midfielder,285023_43914,https://digitalhub.fifa.com/transform/e65ebda4-7a66-4117-98d1-f97c1bda19d5/CARRASQUILLA-Adalberto_385833,https://api.fifa.com/api/v3/picture/flags-sq-3/PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
463476,Denil Castillo,ECU,Ecuador,MF,Midfielder,285023_43927,https://digitalhub.fifa.com/transform/60f9a338-e7cb-45a0-a0ae-926740080bec/CASTILLO-Denil_463476,https://api.fifa.com/api/v3/picture/flags-sq-3/ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
494246,Sipho Chaine,RSA,South Africa,GK,Goalkeeper,285023_43883,https://digitalhub.fifa.com/transform/c06e5903-d546-4bc6-a558-5ce40b336b64/CHAINE-Sipho_494246,https://api.fifa.com/api/v3/picture/flags-sq-3/RSA,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
439691,Trevoh Chalobah,ENG,England,DF,Defender,285023_43942,https://digitalhub.fifa.com/transform/7fa89d9b-c648-4789-ab66-f00a2fbf56df/CHALOBAH-Trevoh_439691,https://api.fifa.com/api/v3/picture/flags-sq-3/ENG,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
406595,Roozbeh Cheshmi,IRN,IR Iran,MF,Midfielder,285023_43817,https://digitalhub.fifa.com/transform/ecf8d94c-609d-4a5c-8375-8c8e92629a59/CHESHMI-Roozbeh_406595,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
520246,Raed Chikhaoui,TUN,Tunisia,DF,Defender,285023_43888,https://digitalhub.fifa.com/transform/8ecb6694-a3aa-4efe-b13d-64a020109ec2/CHIKHAOUI-Raed_520246,https://api.fifa.com/api/v3/picture/flags-sq-3/TUN,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
522282,Cho Wije,KOR,Korea Republic,DF,Defender,285023_43822,https://digitalhub.fifa.com/transform/11bf36a2-f7f4-4078-978f-70d1119d8f7f/CHO-Wije_522282,https://api.fifa.com/api/v3/picture/flags-sq-3/KOR,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
448136,Eray Coemert,SUI,Switzerland,DF,Defender,285023_43971,https://digitalhub.fifa.com/transform/9b17e0f6-f09e-417d-9829-857d7a7d1fa3/COEMERT-Eray_448136,https://api.fifa.com/api/v3/picture/flags-sq-3/SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
477831,Logan Costa,CPV,Cabo Verde,DF,Defender,285023_43850,https://digitalhub.fifa.com/transform/248677f0-fc09-4244-a18f-7ef9afb98dcc/LOGAN-COSTA_477831,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
419225,Bradley Cross,RSA,South Africa,DF,Defender,285023_43883,https://digitalhub.fifa.com/transform/6cee5a12-c935-4707-a3b8-2cad746fd5f5/CROSS-Bradley_419225,https://api.fifa.com/api/v3/picture/flags-sq-3/RSA,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
448092,Rui Silva,POR,Portugal,GK,Goalkeeper,285023_43963,https://digitalhub.fifa.com/transform/11360803-25b9-4af9-b4a1-5916e0cd03cb/RUI-SILVA_448092,https://api.fifa.com/api/v3/picture/flags-sq-3/POR,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
519837,Dennis Dargahi,IRN,IR Iran,FW,Forward,285023_43817,https://digitalhub.fifa.com/transform/11560f08-8fe3-4acb-b30f-cf1a0b2e83ad/DARGAHI-Dennis_519837,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
368652,Giorgian De Arrascaeta,URU,Uruguay,MF,Midfielder,285023_43930,https://digitalhub.fifa.com/transform/ddf1b0a3-7ee9-4da9-b89e-773dc228fa58/DE-ARRASCAETA-Giorgian_368652,https://api.fifa.com/api/v3/picture/flags-sq-3/URU,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
448366,Koni De Winter,BEL,Belgium,DF,Defender,285023_43935,https://digitalhub.fifa.com/transform/a19702c3-a309-4e23-9957-dfbe0d9d5d43/DE-WINTER-Koni_448366,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
448369,Zeno Debast,BEL,Belgium,DF,Defender,285023_43935,https://digitalhub.fifa.com/transform/f6f8a277-eb22-4353-9ce1-a8abe7749d1d/DEBAST-Zeno_448369,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
331149,Milos Degenek,AUS,Australia,DF,Defender,285023_43976,https://digitalhub.fifa.com/transform/93c60eb1-755d-4019-aedb-4da099ceb670/DEGENEK-Milos_331149,https://api.fifa.com/api/v3/picture/flags-sq-3/AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
430437,Cameron Devlin,AUS,Australia,MF,Midfielder,285023_43976,https://digitalhub.fifa.com/transform/1c095f2b-8169-4023-a676-48c6fb3e6897/DEVLIN-Cameron_430437,https://api.fifa.com/api/v3/picture/flags-sq-3/AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
494277,Yehvann Diouf,SEN,Senegal,GK,Goalkeeper,285023_43879,https://digitalhub.fifa.com/transform/3b022d7d-d20e-42de-a08d-9e678dab3bc6/DIOUF-Yehvann_494277,https://api.fifa.com/api/v3/picture/flags-sq-3/SEN,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
476345,Willer Ditta,COL,Colombia,DF,Defender,285023_43926,https://digitalhub.fifa.com/transform/bbf850f0-89dd-4ccc-979d-bb7b23e769b1/DITTA-Willer_476345,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
466382,Trevor Doornbusch,CUW,Curaçao,GK,Goalkeeper,285023_1895293,https://digitalhub.fifa.com/transform/f6d2d4d6-a63d-4278-a520-5edb0dc24e69/DOORNBUSCH-Trevor_466382,https://api.fifa.com/api/v3/picture/flags-sq-3/CUW,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
297266,Stopira,CPV,Cabo Verde,DF,Defender,285023_43850,https://digitalhub.fifa.com/transform/2cf947a1-aabe-4e69-84c7-4e22c24e01da/STOPIRA_297266,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
466853,Josue Duverger,HAI,Haiti,GK,Goalkeeper,285023_43908,https://digitalhub.fifa.com/transform/7f30e7f0-2c85-4fa5-aa66-09d5bd74f435/DUVERGER-Josue_466853,https://api.fifa.com/api/v3/picture/flags-sq-3/HAI,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
483319,Hjalmar Ekdal,SWE,Sweden,DF,Defender,285023_43970,https://digitalhub.fifa.com/transform/23439c93-9021-4c30-b8b1-45141ad89e8c/EKDAL-Hjalmar_483319,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
485756,Zakaria El Ouahdi,MAR,Morocco,DF,Defender,285023_43872,https://digitalhub.fifa.com/transform/beeb6801-c7ca-401a-b1ab-21db95f44198/EL-OUAHDI-Zakaria_485756,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
506124,Tarek Alaa,EGY,Egypt,DF,Defender,285023_43855,https://digitalhub.fifa.com/transform/9bbd4a65-1d5e-4383-b5d5-cf60bbdcec1d/TAREK-ALAA_506124,https://api.fifa.com/api/v3/picture/flags-sq-3/EGY,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
520247,Rayan Elloumi,TUN,Tunisia,FW,Forward,285023_43888,https://digitalhub.fifa.com/transform/15445a99-9bc9-41c4-8d6f-c46ac25b3d5d/ELLOUMI-Rayan_520247,https://api.fifa.com/api/v3/picture/flags-sq-3/TUN,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
514171,Matthieu Epolo,COD,Congo DR,GK,Goalkeeper,285023_20014,https://digitalhub.fifa.com/transform/5b3aa99c-c19f-4087-9230-fcc1023e6baa/EPOLO-Matthieu_514171,https://api.fifa.com/api/v3/picture/flags-sq-3/COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
385472,Botirali Ergashev,UZB,Uzbekistan,GK,Goalkeeper,285023_44005,https://digitalhub.fifa.com/transform/b358c6ce-2f88-4210-8035-4c33186ac486/ERGASHEV-Botirali_385472,https://api.fifa.com/api/v3/picture/flags-sq-3/UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
389740,Martin Erlic,CRO,Croatia,DF,Defender,285023_43938,https://digitalhub.fifa.com/transform/6353056f-aabd-49e1-9931-9b28010746a6/ERLIC-Martin_389740,https://api.fifa.com/api/v3/picture/flags-sq-3/CRO,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
479084,Umar Eshmurodov,UZB,Uzbekistan,DF,Defender,285023_44005,https://digitalhub.fifa.com/transform/42481984-3ded-4b43-854c-28b38e79718e/ESHMURODOV-Umar_479084,https://api.fifa.com/api/v3/picture/flags-sq-3/UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
480313,Edgardo Farina,PAN,Panama,DF,Defender,285023_43914,https://digitalhub.fifa.com/transform/9252feca-b71a-4c49-be3c-80a366e02c51/FARINA-Edgardo_480313,https://api.fifa.com/api/v3/picture/flags-sq-3/PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
486196,Timothy Fayulu,COD,Congo DR,GK,Goalkeeper,285023_20014,https://digitalhub.fifa.com/transform/deee3a8c-2aea-43fd-80d4-18dfdf1fad94/FAYULU-Timothy_486196,https://api.fifa.com/api/v3/picture/flags-sq-3/COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0x,0.0
466365,Kevin Felida,CUW,Curaçao,MF,Midfielder,285023_1895293,https://digitalhub.fifa.com/transform/f9ebf1d2-90fe-4748-8788-19259714fc40/FELIDA-Kevin_466365,https://api.fifa.com/api/v3/picture/flags-sq-3/CUW,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
