sports_person_id,name,team_abbr,team_name,position,position_desc,team_id,headshot_url,flag_url,assists,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempted_switches_of_play,avg_speed,corners,crosses,crossing_accuracy_rate,defensive_pressures_applied,direct_defensive_pressures_applied,fdcp_top_scorer_rank,forced_turnovers,fouls_against,fouls_for,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_saves,goals,headed_attempt_at_goal,indirect_red_cards,linebreak_attempted_defensive_line_rate,linebreaks_attempted_defensive_line,number_of_involvements,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,offsides,own_goals,passes,passing_accuracy_rate,possession,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_pressure,red_cards,speed_runs,sprints,switches_of_play_rate,total_competition_matches_played,total_competition_minutes_played,total_distance,xg,xg_goal_effiency_rate,yellow_cards
430150,Alexander Isak,SWE,Sweden,FW,Forward,285023_43970,https://digitalhub.fifa.com/transform/c6ffe63b-aefd-43b8-bd9d-3c6e31a8f418/ISAK-Alexander_430150,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,3.0,8.0,13.0,5.0,6.0,3.0,2.0,5.5,0.0,4.0,0.0,110.0,15.0,46.0,5.0,4.0,1.0,,,,1.0,1.0,0.0,60.0,5.0,194.0,64.0,66.0,4.0,105.0,29.0,134.0,5.0,0.0,81.0,80.0,,57.0,7.0,69.0,0.0,346.0,155.0,50.0,,389.0,35655.02,0.68,1.48x,0.0
448815,Iliman Ndiaye,SEN,Senegal,FW,Forward,285023_43879,https://digitalhub.fifa.com/transform/6e228075-d552-4471-80b9-6beb5f574ac6/NDIAYE-Iliman_448815,https://api.fifa.com/api/v3/picture/flags-sq-3/SEN,,,,2.0,,1.0,0.0,5.17,,2.0,0.0,41.0,8.0,47.0,6.0,2.0,1.0,,,,,0.0,0.0,50.0,4.0,137.0,17.0,36.0,14.0,33.0,34.0,67.0,0.0,0.0,59.0,90.0,,38.0,3.0,49.0,0.0,188.0,74.0,0.0,,134.0,14673.13,,,0.0
423941,Nathan Saliba,CAN,Canada,MF,Midfielder,285023_43899,https://digitalhub.fifa.com/transform/1da64224-0271-489f-bea3-2aaa2e4cdf14/SALIBA-Nathan_423941,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,2.0,3.0,33.0,1.0,1.0,2.0,1.0,5.15,0.0,4.0,25.0,43.0,12.0,48.0,11.0,5.0,2.0,,,,1.0,1.0,0.0,75.0,4.0,206.0,4.0,13.0,34.0,32.0,19.0,51.0,0.0,0.0,93.0,85.0,,8.0,2.0,40.0,0.0,386.0,122.0,100.0,,206.0,23647.54,0.3,3.36x,1.0
344654,Mohamed Salah,EGY,Egypt,FW,Forward,285023_43855,https://digitalhub.fifa.com/transform/8d5236b8-acac-4946-af8e-5b007bcfa284/MOHAMED-SALAH_344654,https://api.fifa.com/api/v3/picture/flags-sq-3/EGY,2.0,7.0,14.0,5.0,3.0,2.0,0.0,6.49,9.0,10.0,20.0,68.0,8.0,49.0,17.0,3.0,6.0,,,,1.0,1.0,0.0,29.0,7.0,194.0,33.0,46.0,12.0,53.0,38.0,91.0,0.0,0.0,74.0,82.0,,54.0,3.0,58.0,0.0,264.0,111.0,0.0,,242.0,24991.82,0.83,1.21x,0.0
441234,Julio Enciso,PAR,Paraguay,FW,Forward,285023_43928,https://digitalhub.fifa.com/transform/aa8ef158-6636-46a9-a6fb-185a2f92ad95/ENCISO-Julio_441234,https://api.fifa.com/api/v3/picture/flags-sq-3/PAR,,,,6.0,,2.0,2.0,6.45,,7.0,43.0,181.0,13.0,50.0,18.0,2.0,9.0,,,,,1.0,0.0,0.0,2.0,188.0,34.0,40.0,11.0,39.0,46.0,85.0,0.0,0.0,65.0,80.0,,43.0,4.0,72.0,0.0,470.0,201.0,50.0,,,39390.93,,,0.0
483327,Viktor Gyokeres,SWE,Sweden,FW,Forward,285023_43970,https://digitalhub.fifa.com/transform/ca3d75bf-7e31-4269-9933-b296eb3f5bff/GYOKERES-Viktor_483327,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,2.0,12.0,8.0,9.0,6.0,3.0,1.0,6.41,0.0,1.0,100.0,75.0,4.0,51.0,14.0,4.0,7.0,,,,1.0,0.0,0.0,50.0,8.0,197.0,68.0,36.0,2.0,65.0,41.0,106.0,1.0,0.0,70.0,69.0,,81.0,12.0,82.0,0.0,426.0,177.0,100.0,,400.0,42857.3,1.39,0.72x,1.0
493970,Promise David,CAN,Canada,FW,Forward,285023_43899,https://digitalhub.fifa.com/transform/5e47f75f-c26f-4a7b-81e5-7957cc1027eb/DAVID-Promise_493970,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,1.0,5.0,20.0,3.0,3.0,2.0,1.0,4.37,0.0,0.0,0.0,23.0,1.0,52.0,5.0,2.0,1.0,,,,1.0,1.0,0.0,0.0,1.0,35.0,11.0,3.0,0.0,13.0,1.0,14.0,0.0,0.0,11.0,45.0,,14.0,2.0,14.0,0.0,67.0,32.0,100.0,,84.0,8112.64,0.75,1.34x,0.0
433426,Soufiane Rahimi,MAR,Morocco,FW,Forward,285023_43872,https://digitalhub.fifa.com/transform/7de765a2-f6c6-4d70-badd-a929c4cab547/RAHIMI-Soufiane_433426,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,1.0,3.0,33.0,3.0,2.0,0.0,0.0,7.46,0.0,4.0,50.0,30.0,5.0,53.0,1.0,3.0,4.0,,,,1.0,1.0,0.0,0.0,2.0,70.0,36.0,16.0,5.0,46.0,11.0,57.0,0.0,0.0,24.0,79.0,,19.0,6.0,26.0,0.0,155.0,65.0,0.0,,96.0,11677.65,0.98,1.02x,0.0
363863,Trezeguet,EGY,Egypt,FW,Forward,285023_43855,https://digitalhub.fifa.com/transform/fd2622c8-9bd4-40f0-bb16-6b3311bb1811/TREZEGUET_363863,https://api.fifa.com/api/v3/picture/flags-sq-3/EGY,1.0,6.0,17.0,4.0,3.0,2.0,1.0,4.63,0.0,1.0,0.0,29.0,3.0,54.0,3.0,2.0,2.0,,,,1.0,2.0,0.0,50.0,4.0,130.0,15.0,23.0,13.0,24.0,27.0,51.0,0.0,0.0,50.0,84.0,,28.0,4.0,32.0,0.0,215.0,81.0,100.0,,129.0,14691.63,0.58,1.73x,0.0
418550,Rafael Leao,POR,Portugal,FW,Forward,285023_43963,https://digitalhub.fifa.com/transform/a5a760a7-7b47-42ed-8302-3ea75dbe9fc4/RAFAEL-LEAO_418550,https://api.fifa.com/api/v3/picture/flags-sq-3/POR,1.0,4.0,25.0,3.0,1.0,1.0,2.0,5.8,3.0,7.0,57.0,32.0,4.0,55.0,4.0,1.0,2.0,,,,1.0,0.0,0.0,50.0,6.0,183.0,18.0,42.0,7.0,8.0,59.0,67.0,0.0,0.0,73.0,90.0,,37.0,3.0,59.0,0.0,165.0,68.0,50.0,,175.0,15989.45,0.33,3.07x,0.0
499912,Sebastian Berhalter,USA,USA,MF,Midfielder,285023_43921,https://digitalhub.fifa.com/transform/ef9aedbe-e6e8-4eba-9e62-beac982879ef/BERHALTER-Sebastian_499912,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,1.0,2.0,50.0,0.0,1.0,2.0,2.0,7.3,10.0,7.0,71.0,49.0,11.0,56.0,9.0,3.0,6.0,,,,1.0,0.0,0.0,75.0,8.0,239.0,5.0,38.0,59.0,76.0,26.0,102.0,0.0,0.0,104.0,82.0,,7.0,0.0,43.0,0.0,372.0,98.0,50.0,,195.0,23578.07,0.06,16.94x,1.0
484139,Baris Alper Yilmaz,TUR,Türkiye,FW,Forward,285023_43972,https://digitalhub.fifa.com/transform/49e46d17-bf69-41b1-a8df-5aeabf137c7d/YILMAZ-Baris-Alper_484139,https://api.fifa.com/api/v3/picture/flags-sq-3/TUR,1.0,1.0,100.0,0.0,0.0,1.0,2.0,6.43,0.0,15.0,0.0,37.0,5.0,57.0,24.0,4.0,1.0,,,,1.0,0.0,0.0,67.0,12.0,119.0,65.0,34.0,4.0,47.0,56.0,103.0,2.0,0.0,38.0,76.0,,43.0,8.0,49.0,0.0,228.0,106.0,0.0,,200.0,21165.94,0.06,16.87x,0.0
447860,Alex Baena,ESP,Spain,MF,Midfielder,285023_43969,https://digitalhub.fifa.com/transform/19c2a085-e986-4c5b-8af7-aa98f7adc36e/BAENA-Alex_447860,https://api.fifa.com/api/v3/picture/flags-sq-3/ESP,1.0,5.0,20.0,2.0,2.0,3.0,0.0,4.83,14.0,23.0,30.0,52.0,8.0,58.0,6.0,5.0,3.0,,,,1.0,0.0,0.0,69.0,13.0,265.0,54.0,59.0,25.0,72.0,66.0,138.0,0.0,0.0,104.0,85.0,,72.0,5.0,47.0,0.0,271.0,100.0,0.0,,214.0,22928.51,0.18,5.71x,1.0
430763,Luis Romo,MEX,Mexico,MF,Midfielder,285023_43911,https://digitalhub.fifa.com/transform/bc7f864e-c553-4995-9eb3-62139e29a7d7/ROMO-Luis_430763,https://api.fifa.com/api/v3/picture/flags-sq-3/MEX,1.0,2.0,50.0,1.0,1.0,1.0,0.0,5.25,0.0,2.0,50.0,54.0,8.0,59.0,13.0,1.0,2.0,,,,1.0,0.0,0.0,33.0,3.0,188.0,30.0,55.0,31.0,88.0,28.0,116.0,0.0,0.0,81.0,86.0,,11.0,2.0,56.0,0.0,385.0,118.0,0.0,,218.0,25531.12,0.07,14.19x,0.0
431211,Mousa Altamari,JOR,Jordan,FW,Forward,285023_43820,https://digitalhub.fifa.com/transform/e999f9d2-7ca2-4d4d-b7ba-33c1ee96b375/MOUSA-ALTAMARI_431211,https://api.fifa.com/api/v3/picture/flags-sq-3/JOR,1.0,8.0,13.0,4.0,3.0,4.0,0.0,6.07,0.0,1.0,100.0,82.0,7.0,60.0,10.0,2.0,3.0,,,,1.0,0.0,0.0,75.0,4.0,102.0,47.0,25.0,9.0,50.0,31.0,81.0,1.0,0.0,36.0,78.0,,33.0,6.0,45.0,0.0,243.0,120.0,0.0,,230.0,23119.95,1.13,0.89x,0.0
483161,Mostafa Zico,EGY,Egypt,MF,Midfielder,285023_43855,https://digitalhub.fifa.com/transform/f417b544-6a3c-46a9-af78-d43d6cedcad1/MOSTAFA-ZICO_483161,https://api.fifa.com/api/v3/picture/flags-sq-3/EGY,1.0,7.0,14.0,6.0,2.0,1.0,1.0,7.31,0.0,2.0,50.0,87.0,21.0,61.0,12.0,4.0,4.0,,,,1.0,2.0,0.0,40.0,5.0,155.0,54.0,37.0,9.0,55.0,45.0,100.0,1.0,0.0,58.0,67.0,,45.0,5.0,38.0,0.0,421.0,143.0,100.0,,252.0,29352.44,0.61,1.63x,0.0
395084,Hwang Inbeom,KOR,Korea Republic,MF,Midfielder,285023_43822,https://digitalhub.fifa.com/transform/70be8ce3-bc90-4585-8871-a951dabf811e/HWANG-Inbeom_395084,https://api.fifa.com/api/v3/picture/flags-sq-3/KOR,,,,2.0,,2.0,2.0,6.78,,3.0,67.0,62.0,10.0,62.0,20.0,1.0,1.0,,,,,0.0,0.0,80.0,5.0,459.0,12.0,64.0,101.0,135.0,42.0,177.0,0.0,0.0,218.0,89.0,,11.0,3.0,68.0,0.0,372.0,97.0,100.0,,286.0,32488.04,,,0.0
428886,Luis Diaz,COL,Colombia,FW,Forward,285023_43926,https://digitalhub.fifa.com/transform/e1e5fb3a-67cb-4e0d-9a70-95b7cc6d5ebf/DIAZ-Luis_428886,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,1.0,11.0,9.0,9.0,4.0,2.0,4.0,5.98,2.0,5.0,20.0,47.0,2.0,63.0,9.0,3.0,5.0,,,,1.0,0.0,0.0,56.0,9.0,267.0,87.0,88.0,17.0,92.0,100.0,192.0,7.0,0.0,111.0,85.0,,71.0,8.0,60.0,0.0,272.0,123.0,100.0,,297.0,29729.5,0.81,1.24x,0.0
492363,Felix Nmecha,GER,Germany,MF,Midfielder,285023_43948,https://digitalhub.fifa.com/transform/9895941b-9be6-4900-a336-493f1237b0e6/NMECHA-Felix_492363,https://api.fifa.com/api/v3/picture/flags-sq-3/GER,,,,3.0,,5.0,1.0,6.64,,2.0,0.0,74.0,21.0,64.0,9.0,3.0,3.0,,,,,0.0,0.0,75.0,4.0,313.0,38.0,47.0,28.0,73.0,40.0,113.0,0.0,0.0,131.0,92.0,,26.0,3.0,66.0,0.0,442.0,141.0,0.0,,299.0,33325.14,,,0.0
479294,Kaishu Sano,JPN,Japan,MF,Midfielder,285023_43819,https://digitalhub.fifa.com/transform/f5caca4b-2a48-4d7d-906e-1c2c39a6f15c/SANO-Kaishu_479294,https://api.fifa.com/api/v3/picture/flags-sq-3/JPN,,,,0.0,,1.0,1.0,5.11,,1.0,100.0,108.0,14.0,65.0,10.0,4.0,1.0,,,,,0.0,0.0,100.0,1.0,287.0,6.0,39.0,79.0,93.0,31.0,124.0,0.0,0.0,131.0,95.0,,6.0,2.0,42.0,0.0,411.0,114.0,100.0,,,34501.68,,,1.0
448214,Malik Tillman,USA,USA,MF,Midfielder,285023_43921,https://digitalhub.fifa.com/transform/c8c38ca3-7100-4bca-88e7-4ea66fd86ff7/TILLMAN-Malik_448214,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,1.0,7.0,14.0,5.0,3.0,2.0,2.0,6.37,10.0,15.0,27.0,76.0,19.0,66.0,12.0,1.0,9.0,,,,1.0,0.0,0.0,50.0,16.0,330.0,23.0,60.0,24.0,71.0,36.0,107.0,0.0,0.0,124.0,78.0,,61.0,7.0,95.0,0.0,445.0,162.0,100.0,,315.0,33027.41,0.6,1.66x,0.0
511015,Nathaniel Brown,GER,Germany,DF,Defender,285023_43948,https://digitalhub.fifa.com/transform/68e13808-182e-46b6-a6ec-a54136a57c1b/BROWN-Nathaniel_511015,https://api.fifa.com/api/v3/picture/flags-sq-3/GER,1.0,3.0,33.0,3.0,2.0,0.0,0.0,4.93,11.0,19.0,32.0,64.0,21.0,67.0,3.0,4.0,1.0,,,,1.0,0.0,0.0,67.0,6.0,304.0,60.0,55.0,37.0,62.0,90.0,152.0,0.0,0.0,131.0,88.0,,41.0,8.0,65.0,0.0,354.0,129.0,0.0,,319.0,34794.69,0.21,4.87x,0.0
405522,Keito Nakamura,JPN,Japan,MF,Midfielder,285023_43819,https://digitalhub.fifa.com/transform/fa77e0e6-716b-463e-b210-252bbd18e2d9/NAKAMURA-Keito_405522,https://api.fifa.com/api/v3/picture/flags-sq-3/JPN,,,,2.0,,3.0,0.0,6.72,,9.0,33.0,80.0,11.0,68.0,9.0,3.0,1.0,,,,,0.0,0.0,80.0,10.0,272.0,52.0,85.0,18.0,32.0,123.0,155.0,1.0,0.0,117.0,85.0,,56.0,4.0,72.0,0.0,497.0,180.0,0.0,,,36946.02,,,0.0
424422,Matias Galarza,PAR,Paraguay,MF,Midfielder,285023_43928,https://digitalhub.fifa.com/transform/ce774da7-eea7-475e-8526-8227b5068dc3/GALARZA-Matias_424422,https://api.fifa.com/api/v3/picture/flags-sq-3/PAR,1.0,2.0,50.0,0.0,1.0,2.0,0.0,5.05,0.0,4.0,25.0,165.0,48.0,69.0,39.0,7.0,6.0,,,,1.0,0.0,0.0,50.0,4.0,215.0,21.0,40.0,16.0,30.0,47.0,77.0,0.0,0.0,86.0,76.0,,28.0,3.0,61.0,0.0,444.0,195.0,0.0,,336.0,37464.31,0.07,13.75x,2.0
485066,Petar Sucic,CRO,Croatia,MF,Midfielder,285023_43938,https://digitalhub.fifa.com/transform/89c383c2-39ba-413d-b945-e42dd2d47c6d/SUCIC-Petar_485066,https://api.fifa.com/api/v3/picture/flags-sq-3/CRO,1.0,3.0,33.0,1.0,2.0,2.0,1.0,7.0,0.0,6.0,17.0,152.0,25.0,70.0,11.0,7.0,6.0,,,,1.0,0.0,0.0,20.0,5.0,294.0,44.0,73.0,47.0,98.0,66.0,164.0,1.0,0.0,127.0,87.0,,43.0,6.0,62.0,0.0,548.0,158.0,100.0,,338.0,39444.7,0.14,7.07x,1.0
464542,Alex Freeman,USA,USA,DF,Defender,285023_43921,https://digitalhub.fifa.com/transform/554008b5-0520-4b67-8cab-c72ba087471f/FREEMAN-Alex_464542,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,1.0,2.0,50.0,2.0,1.0,0.0,3.0,6.37,0.0,1.0,0.0,43.0,14.0,71.0,16.0,1.0,1.0,,,,1.0,1.0,0.0,67.0,6.0,460.0,4.0,27.0,56.0,17.0,70.0,87.0,0.0,0.0,225.0,92.0,,15.0,1.0,63.0,0.0,410.0,127.0,67.0,,341.0,35810.75,0.71,1.4x,0.0
359381,Ivan Perisic,CRO,Croatia,FW,Forward,285023_43938,https://digitalhub.fifa.com/transform/ba7ea3ab-0ef6-4cdd-834c-79a94739fe26/PERISIC-Ivan_359381,https://api.fifa.com/api/v3/picture/flags-sq-3/CRO,,,,2.0,,0.0,1.0,6.04,,19.0,16.0,88.0,13.0,72.0,12.0,4.0,1.0,,,,,1.0,0.0,56.0,9.0,335.0,67.0,47.0,21.0,34.0,101.0,135.0,0.0,0.0,150.0,88.0,,44.0,10.0,57.0,0.0,452.0,183.0,100.0,,,41581.7,,,2.0
397786,Virgil Van Dijk,NED,Netherlands,DF,Defender,285023_43960,https://digitalhub.fifa.com/transform/df0e21eb-c210-4ea6-ab2c-0ac13635a9f8/VAN-DIJK-Virgil_397786,https://api.fifa.com/api/v3/picture/flags-sq-3/NED,1.0,2.0,50.0,2.0,2.0,0.0,1.0,5.3,0.0,0.0,0.0,11.0,4.0,73.0,10.0,2.0,2.0,,,,1.0,2.0,0.0,100.0,1.0,718.0,0.0,1.0,34.0,17.0,18.0,35.0,0.0,0.0,347.0,95.0,,4.0,1.0,40.0,0.0,292.0,100.0,100.0,,432.0,38197.13,0.14,7.26x,0.0
400721,Achraf Hakimi,MAR,Morocco,DF,Defender,285023_43872,https://digitalhub.fifa.com/transform/22c6ca49-7262-4799-8a9f-530e427321ac/HAKIMI-Achraf_400721,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,1.0,13.0,8.0,6.0,4.0,7.0,6.0,5.97,16.0,30.0,33.0,52.0,21.0,74.0,12.0,4.0,12.0,,,,1.0,0.0,0.0,80.0,5.0,706.0,60.0,94.0,46.0,78.0,122.0,200.0,0.0,0.0,317.0,93.0,,72.0,11.0,111.0,0.0,456.0,205.0,83.0,,443.0,44068.3,0.91,1.1x,0.0
336170,Kaan Ayhan,TUR,Türkiye,MF,Midfielder,285023_43972,https://digitalhub.fifa.com/transform/e9747d8e-47e9-45f3-b3b7-d3caf1ba1ecf/AYHAN-Kaan_336170,https://api.fifa.com/api/v3/picture/flags-sq-3/TUR,,,,1.0,,0.0,0.0,2.18,,0.0,0.0,1.0,1.0,75.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,33.0,,2.0,0.0,1.0,0.0,13.0,7.0,0.0,,,1239.03,,,0.0
433795,Mattias Svanberg,SWE,Sweden,MF,Midfielder,285023_43970,https://digitalhub.fifa.com/transform/0d003261-373c-46f2-90c6-34d700c027f6/SVANBERG-Mattias_433795,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,0.0,3.0,33.0,2.0,2.0,1.0,0.0,3.67,0.0,0.0,0.0,5.0,1.0,76.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,3.0,8.0,0.0,8.0,0.0,0.0,7.0,100.0,,3.0,0.0,5.0,0.0,49.0,15.0,0.0,,25.0,3157.11,0.23,4.26x,0.0
405755,Jaminton Campaz,COL,Colombia,FW,Forward,285023_43926,https://digitalhub.fifa.com/transform/cd3d4afc-5780-444f-80ca-fc55b53a5329/CAMPAZ-Leandro_405755,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,,,,1.0,,1.0,0.0,2.18,,2.0,0.0,8.0,0.0,77.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,13.0,5.0,4.0,0.0,4.0,5.0,9.0,0.0,0.0,2.0,50.0,,3.0,0.0,4.0,0.0,39.0,17.0,0.0,,,3152.99,,,0.0
483183,Mahmoud Saber,EGY,Egypt,MF,Midfielder,285023_43855,https://digitalhub.fifa.com/transform/f1c9f887-0fab-447c-9c91-33aba2c2dbe1/MAHMOUD-SABER_483183,https://api.fifa.com/api/v3/picture/flags-sq-3/EGY,0.0,,,,,,0.0,2.55,,1.0,100.0,10.0,1.0,78.0,3.0,2.0,1.0,,,,1.0,,0.0,0.0,1.0,80.0,2.0,14.0,34.0,26.0,24.0,50.0,0.0,0.0,34.0,88.0,,3.0,0.0,10.0,0.0,122.0,29.0,0.0,,50.0,6447.03,,,1.0
520071,Nadhir Benbouali,ALG,Algeria,FW,Forward,285023_43843,https://digitalhub.fifa.com/transform/9e9811da-2a8a-48cd-9088-1a45b6f90e0a/BENBOUALI-Nadhir_520071,https://api.fifa.com/api/v3/picture/flags-sq-3/ALG,0.0,2.0,50.0,2.0,2.0,0.0,0.0,1.6,0.0,1.0,0.0,19.0,4.0,79.0,6.0,0.0,0.0,,,,1.0,2.0,0.0,0.0,0.0,28.0,7.0,3.0,2.0,11.0,1.0,12.0,0.0,0.0,8.0,75.0,,8.0,2.0,13.0,0.0,66.0,35.0,0.0,,52.0,5586.09,0.16,6.14x,0.0
477859,Fiston Mayele,COD,Congo DR,FW,Forward,285023_20014,https://digitalhub.fifa.com/transform/cfecc0dd-e887-4645-b9dc-b9d90296f314/MAYELE-Fiston_477859,https://api.fifa.com/api/v3/picture/flags-sq-3/COD,,,,,,,0.0,3.03,,0.0,0.0,23.0,0.0,80.0,3.0,1.0,1.0,,,,,,0.0,0.0,0.0,35.0,13.0,8.0,0.0,17.0,4.0,21.0,1.0,0.0,11.0,64.0,,16.0,2.0,18.0,0.0,72.0,35.0,0.0,,55.0,5777.74,,,0.0
448081,Goncalo Ramos,POR,Portugal,FW,Forward,285023_43963,https://digitalhub.fifa.com/transform/040f6a55-0f54-430e-a03b-bb994ee40921/GONCALO-RAMOS_448081,https://api.fifa.com/api/v3/picture/flags-sq-3/POR,,,,,,,0.0,3.54,,0.0,0.0,32.0,3.0,81.0,5.0,0.0,0.0,,,,,,0.0,0.0,0.0,31.0,8.0,4.0,0.0,11.0,1.0,12.0,0.0,0.0,11.0,91.0,,10.0,1.0,11.0,0.0,101.0,40.0,0.0,,58.0,6429.87,,,0.0
395414,Giovani Lo Celso,ARG,Argentina,MF,Midfielder,285023_43922,https://digitalhub.fifa.com/transform/ddda0414-89fe-4118-9830-8ef417990db4/LO-CELSO-Giovani_395414,https://api.fifa.com/api/v3/picture/flags-sq-3/ARG,,,,0.0,,1.0,0.0,2.32,,1.0,100.0,23.0,6.0,82.0,8.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,108.0,4.0,22.0,20.0,31.0,15.0,46.0,1.0,0.0,51.0,92.0,,7.0,0.0,27.0,0.0,123.0,23.0,0.0,,64.0,7525.5,,,0.0
284190,Hassan Alhaydos,QAT,Qatar,FW,Forward,285023_43834,https://digitalhub.fifa.com/transform/521889b3-16a2-48ef-92d4-6978a9e05cc6/HASSAN-ALHAYDOS_284190,https://api.fifa.com/api/v3/picture/flags-sq-3/QAT,,,,,,,0.0,4.75,,0.0,0.0,46.0,1.0,83.0,8.0,1.0,1.0,,,,,,0.0,0.0,1.0,31.0,10.0,10.0,1.0,11.0,10.0,21.0,0.0,0.0,14.0,71.0,,7.0,0.0,16.0,0.0,147.0,43.0,0.0,,69.0,8290.41,,,0.0
477849,Helio Varela,CPV,Cabo Verde,MF,Midfielder,285023_43850,https://digitalhub.fifa.com/transform/8c4d8ef4-54e9-4144-84c4-d4933b752442/HELIO-VARELA_477849,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,,,,0.0,,1.0,0.0,4.32,,0.0,0.0,23.0,1.0,84.0,4.0,1.0,1.0,,,,,0.0,0.0,100.0,1.0,30.0,11.0,5.0,2.0,4.0,14.0,18.0,0.0,0.0,11.0,91.0,,10.0,1.0,10.0,0.0,108.0,43.0,0.0,,75.0,8079.66,,,0.0
519954,Jovo Lukic,BIH,Bosnia and Herzegovina,FW,Forward,285023_44037,https://digitalhub.fifa.com/transform/8fc08945-7c3e-4e0f-95b4-0c94a72a718d/LUKIC-Jovo_519954,https://api.fifa.com/api/v3/picture/flags-sq-3/BIH,,,,,,,0.0,3.16,,0.0,0.0,34.0,2.0,85.0,5.0,1.0,0.0,,,,,,0.0,0.0,1.0,35.0,2.0,7.0,0.0,7.0,2.0,9.0,0.0,0.0,13.0,54.0,,14.0,0.0,14.0,0.0,100.0,42.0,0.0,,,8269.19,,,1.0
505112,Gessime Yassine,MAR,Morocco,MF,Midfielder,285023_43872,https://digitalhub.fifa.com/transform/dd763e4f-0cfe-44b1-8e18-ea842260c807/YASSINE-Gessime_505112,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,,,,,,,1.0,3.11,,0.0,0.0,11.0,5.0,86.0,1.0,1.0,2.0,,,,,,0.0,50.0,2.0,68.0,19.0,9.0,9.0,16.0,21.0,37.0,0.0,0.0,30.0,87.0,,14.0,0.0,27.0,0.0,83.0,31.0,0.0,,78.0,8431.83,,,0.0
500038,Mateo Chavez,MEX,Mexico,DF,Defender,285023_43911,https://digitalhub.fifa.com/transform/8e8884ee-8964-4fb7-82d8-8a5d341e79a6/CHAVEZ-Mateo_500038,https://api.fifa.com/api/v3/picture/flags-sq-3/MEX,0.0,1.0,100.0,1.0,1.0,0.0,0.0,1.56,0.0,1.0,0.0,18.0,3.0,87.0,5.0,1.0,1.0,,,,1.0,0.0,0.0,50.0,2.0,49.0,9.0,27.0,14.0,14.0,36.0,50.0,0.0,0.0,26.0,88.0,,6.0,0.0,5.0,0.0,96.0,41.0,0.0,,81.0,8450.23,0.49,2.04x,0.0
430100,Sasa Kalajdzic,AUT,Austria,FW,Forward,285023_43934,https://digitalhub.fifa.com/transform/5d061c8b-6223-45c9-b1fa-c02624542eee/KALAJDZIC-Sasa_430100,https://api.fifa.com/api/v3/picture/flags-sq-3/AUT,0.0,,,,,,1.0,4.82,,1.0,0.0,40.0,2.0,88.0,8.0,2.0,2.0,,,,1.0,,0.0,0.0,2.0,61.0,9.0,8.0,0.0,13.0,4.0,17.0,0.0,0.0,24.0,67.0,,28.0,0.0,17.0,0.0,137.0,62.0,0.0,,88.0,9643.92,,,0.0
433092,Alexis Saelemaekers,BEL,Belgium,MF,Midfielder,285023_43935,https://digitalhub.fifa.com/transform/f4764c32-f702-4695-9658-28479916fa99/SAELEMAEKERS-Alexis_433092,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,0.0,,,,,,0.0,3.44,,1.0,100.0,15.0,1.0,89.0,3.0,0.0,2.0,,,,1.0,,0.0,100.0,2.0,95.0,20.0,31.0,13.0,32.0,32.0,64.0,2.0,0.0,38.0,79.0,,27.0,1.0,16.0,0.0,101.0,45.0,0.0,,89.0,9893.21,,,0.0
494374,Hazem Mastouri,TUN,Tunisia,FW,Forward,285023_43888,https://digitalhub.fifa.com/transform/2565fb18-c785-4773-8d83-81c6fd25da1d/MASTOURI-Hazem_494374,https://api.fifa.com/api/v3/picture/flags-sq-3/TUN,,,,,,,0.0,2.17,,1.0,100.0,38.0,4.0,90.0,1.0,2.0,2.0,,,,,,0.0,0.0,0.0,37.0,14.0,1.0,0.0,11.0,4.0,15.0,0.0,0.0,10.0,70.0,,14.0,1.0,17.0,0.0,106.0,39.0,0.0,,92.0,10041.14,,,0.0
